,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1559,46,1,2,669,2,9,2,3,1560,3,1,64,2,3,7,4,2,9619,13596,1,0,16,3,4,0,9,3,3,9,8,4,7
1560,40,0,1,530,1,1,4,1,1561,3,1,78,2,4,0,2,1,13503,14115,1,0,22,4,4,1,22,3,2,22,3,11,11
1561,51,0,2,632,2,21,4,2,1562,3,1,71,3,2,7,4,2,5441,8423,0,1,22,4,4,0,11,2,1,10,7,1,0
1562,30,0,2,1334,2,4,2,3,1563,3,0,63,2,2,7,2,0,5209,19760,1,1,12,3,2,3,11,4,2,11,8,2,7
1563,46,0,1,638,1,1,3,3,1564,3,1,40,2,3,0,1,1,10673,3142,2,1,13,3,3,1,21,5,2,10,9,9,5
1564,32,0,2,1093,2,6,4,3,1565,2,1,87,3,2,7,3,2,5010,24301,1,0,16,3,1,0,12,0,3,11,8,5,7
1565,54,0,2,1217,1,2,4,5,1566,1,0,60,3,3,5,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3
1566,24,0,2,1353,2,3,2,4,1567,1,0,33,3,2,7,3,1,4999,17519,0,0,21,4,1,1,4,2,2,3,2,0,2
1567,28,0,0,120,2,4,3,3,1568,2,1,43,3,2,7,3,1,4221,8863,1,0,15,3,2,0,5,3,4,5,4,0,4
1568,58,0,2,682,2,10,4,3,1569,4,1,37,3,4,7,3,2,13872,24409,0,0,13,3,3,0,38,1,2,37,10,1,8
1569,44,0,0,489,1,23,3,3,1570,2,1,67,3,2,2,2,1,2042,25043,4,0,12,3,3,1,17,3,4,3,2,1,2
1570,37,1,2,807,0,6,4,0,1571,3,1,63,3,1,1,1,0,2073,23648,4,1,22,4,4,0,7,3,3,3,2,0,2
1571,32,0,2,827,1,1,1,1,1572,4,1,71,3,1,6,1,2,2956,15178,1,0,13,3,4,0,1,2,3,1,0,0,0
1572,20,1,1,871,1,6,3,1,1573,4,0,66,2,1,2,4,2,2926,19783,1,1,18,3,2,0,1,5,3,1,0,1,0
1573,34,0,2,665,1,6,4,4,1574,1,0,41,3,2,6,3,2,4809,12482,1,0,14,3,3,0,16,3,3,16,13,2,10
1574,37,0,0,1040,1,2,2,1,1575,3,1,100,2,2,0,4,0,5163,15850,5,0,14,3,4,1,17,2,4,1,0,0,0
1575,59,0,0,1420,0,2,4,0,1576,3,0,32,2,5,3,4,1,18844,21922,9,0,21,4,4,1,30,3,3,3,2,2,2
1576,50,0,1,1115,1,1,3,1,1577,1,0,73,3,5,5,2,1,18172,9755,3,1,19,3,1,0,28,1,2,8,3,0,7
1577,25,1,2,240,2,5,3,2,1578,3,1,46,2,2,7,3,2,5744,26959,1,1,11,3,4,0,6,1,3,6,4,0,3
1578,25,0,2,1280,1,7,1,3,1579,4,1,64,2,1,6,4,1,2889,26897,1,0,11,3,3,2,2,2,3,2,2,2,1
1579,22,0,2,534,1,15,3,3,1580,2,0,59,3,1,2,4,2,2871,23785,1,0,15,3,3,0,1,5,3,0,0,0,0
1580,51,0,1,1456,1,1,4,3,1581,1,0,30,2,3,0,1,2,7484,25796,3,0,20,4,3,0,23,1,2,13,12,12,8
1581,34,1,1,658,1,7,3,1,1582,1,1,66,1,2,2,3,2,6074,22887,1,1,24,4,4,0,9,3,3,9,7,0,6
1582,54,0,0,142,0,26,3,0,1583,4,0,30,4,4,3,4,2,17328,13871,2,1,12,3,3,0,23,3,3,5,3,4,4
1583,24,0,2,1127,1,18,1,1,1584,2,1,52,3,1,2,3,1,2774,13257,0,0,12,3,3,1,6,2,3,5,3,1,2
1584,34,0,2,1031,1,6,4,1,1585,3,0,45,2,2,6,2,0,4505,15000,6,0,15,3,3,1,12,3,3,1,0,0,0
1585,37,0,2,1189,2,3,3,1,1586,3,1,87,3,3,7,4,2,7428,14506,2,0,12,3,1,0,12,3,3,5,3,1,3
1586,34,0,2,1354,1,5,3,3,1587,3,0,45,2,3,3,1,2,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8
1587,36,0,1,1467,2,11,2,5,1588,2,0,92,3,3,7,4,1,9738,22952,0,0,14,3,3,1,10,6,3,9,7,2,8
1588,36,0,2,922,1,3,2,1,1589,1,0,39,3,1,2,4,0,2835,2561,5,0,22,4,1,1,7,2,3,1,0,0,0
1589,43,0,1,394,2,26,2,1,1590,3,1,92,3,4,3,4,1,16959,19494,1,1,12,3,4,2,25,3,4,25,12,4,12
1590,30,0,1,1312,1,23,3,1,1591,1,1,96,1,1,6,3,0,2613,22310,1,0,25,4,3,3,10,2,2,10,7,0,9
1591,33,0,0,750,2,22,2,2,1592,3,1,95,3,2,7,2,1,6146,15480,0,0,13,3,1,1,8,2,4,7,7,0,7
1592,56,1,2,441,1,14,4,1,1593,2,0,72,3,1,6,2,1,4963,4510,9,1,18,3,1,3,7,2,3,5,4,4,3
1593,51,0,2,684,1,6,3,1,1594,1,1,51,3,5,5,3,2,19537,6462,7,0,13,3,3,0,23,5,3,20,18,15,15
1594,31,1,2,249,2,6,4,1,1595,2,1,76,1,2,7,3,1,6172,20739,4,1,18,3,2,0,12,3,2,7,7,7,7
1595,26,0,2,841,1,6,3,4,1596,3,0,46,2,1,6,2,1,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3
1596,58,1,2,147,1,23,4,3,1597,4,0,94,3,3,0,4,1,10312,3465,1,0,12,3,4,1,40,3,2,40,10,15,6
1597,19,1,2,528,2,22,1,2,1598,4,1,50,3,1,8,3,2,1675,26820,1,1,19,3,4,0,0,2,2,0,0,0,0
1598,22,0,2,594,1,2,1,5,1599,3,1,100,3,1,2,4,1,2523,19299,0,0,14,3,3,1,3,2,3,2,1,2,1
1599,49,0,2,470,1,20,4,3,1600,3,0,96,3,2,4,1,1,6567,5549,1,0,14,3,3,0,16,2,2,15,11,5,11
1600,43,0,1,957,1,28,3,3,1601,2,0,72,4,1,6,3,2,4739,16090,4,0,12,3,4,0,18,2,3,3,2,1,2
1601,50,0,1,809,2,12,3,2,1602,3,0,77,3,3,7,4,2,9208,6645,4,0,11,3,4,0,16,3,3,2,2,2,1
1602,31,1,2,542,2,20,3,1,1603,2,0,71,1,2,7,3,1,4559,24788,3,1,11,3,3,1,4,2,3,2,2,2,2
1603,41,0,2,802,2,9,1,1,1604,3,1,96,3,3,7,3,0,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7
1604,26,0,2,1355,0,25,1,1,1605,3,0,61,3,1,1,3,1,2942,8916,1,0,23,4,4,1,8,3,3,8,7,5,7
1605,36,0,2,216,1,6,2,3,1606,2,1,84,3,2,4,2,0,4941,2819,6,0,20,4,4,2,7,0,3,3,2,0,1
1606,51,1,1,1150,1,8,4,1,1607,1,1,53,1,3,4,4,2,10650,25150,2,0,15,3,4,0,18,2,3,4,2,0,3
1607,39,0,2,1329,2,4,4,1,1608,4,0,47,2,2,7,3,1,5902,14590,4,0,14,3,3,1,17,1,4,15,11,5,9
1608,25,0,2,959,2,28,3,1,1609,1,1,41,2,2,7,3,1,8639,24835,2,0,18,3,4,0,6,3,3,2,2,2,2
1609,30,0,2,1240,0,9,3,0,1610,3,1,48,3,2,1,4,1,6347,13982,0,1,19,3,4,0,12,2,1,11,9,4,7
1610,32,1,2,1033,1,9,3,3,1611,1,0,41,3,1,2,1,2,4200,10224,7,0,22,4,1,0,10,2,4,5,4,0,4
1611,45,0,2,1316,1,29,3,3,1612,3,1,83,3,1,6,4,2,3452,9752,5,0,13,3,2,0,9,2,2,6,5,0,3
1612,38,0,2,364,1,3,5,5,1613,4,0,32,3,2,6,3,2,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2
1613,30,0,2,438,1,18,3,1,1614,1,0,75,3,1,6,3,2,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4
1614,32,0,1,689,2,9,2,3,1615,4,1,35,1,2,7,4,0,4668,22812,0,0,17,3,4,3,9,2,4,8,7,0,7
1615,30,0,2,201,1,5,3,5,1616,4,0,84,3,1,6,1,0,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2
1616,30,0,2,1427,1,2,1,3,1617,2,1,35,2,1,2,4,2,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2
1617,41,0,1,857,1,10,3,1,1618,4,1,91,2,4,3,1,0,17181,12888,4,0,13,3,2,1,21,2,2,7,6,7,7
1618,41,0,2,933,1,9,4,1,1619,3,1,94,3,1,2,1,1,2238,6961,2,0,21,4,4,1,7,2,3,5,0,1,4
1619,19,0,2,1181,1,3,1,3,1620,2,0,79,3,1,2,2,2,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0
1620,40,0,1,1395,1,26,3,3,1621,2,0,54,3,2,6,2,0,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13
1621,35,0,2,662,2,1,5,2,1622,3,1,94,3,3,7,2,1,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6
1622,53,0,2,1436,2,6,2,2,1623,2,1,34,3,2,8,3,1,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5
1623,45,0,2,194,1,9,3,1,1624,2,1,60,3,2,2,2,0,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15
1624,32,0,1,967,2,8,3,2,1625,2,0,43,3,3,7,4,2,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7
1625,29,0,0,1496,1,1,1,5,1626,4,1,41,3,2,4,3,1,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9
1626,51,0,2,1169,1,7,4,3,1627,2,1,34,2,2,4,3,1,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0
1627,58,0,2,1145,1,9,3,3,1628,2,0,75,2,1,6,2,1,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0
1628,40,0,2,630,2,4,4,2,1629,3,1,67,2,3,7,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11
1629,34,0,1,303,2,2,4,2,1630,3,0,75,3,1,8,3,1,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2
1630,22,0,2,1256,1,19,1,3,1631,3,1,80,3,1,6,4,1,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2
1631,27,0,0,691,1,9,3,3,1632,4,1,57,3,1,6,2,0,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2
1632,28,0,2,440,1,21,3,3,1633,3,1,42,3,1,6,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2
1633,57,0,2,334,1,24,2,1,1634,3,1,83,4,3,0,4,0,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4
1634,27,0,0,1450,1,3,3,3,1635,3,1,79,2,1,6,3,0,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1
1635,50,0,2,1452,1,11,3,1,1636,3,0,53,3,5,3,2,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4
1636,41,0,2,465,1,14,3,1,1637,1,1,56,3,1,6,3,0,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8
1637,30,0,2,1339,2,5,3,1,1638,2,0,41,3,3,7,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4
1638,38,0,2,702,2,1,4,1,1639,1,0,59,2,2,7,4,2,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7
1639,32,0,2,120,1,6,5,1,1640,3,1,43,3,1,6,3,2,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4
1640,27,0,2,1157,1,17,3,5,1641,3,1,51,3,1,6,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1
1641,19,1,1,602,2,1,1,5,1642,3,0,100,1,1,8,1,2,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0
1642,36,0,1,1480,1,3,2,3,1643,4,1,30,3,1,2,2,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2
1643,30,0,0,111,1,9,3,3,1644,3,1,66,3,2,2,1,0,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10
1644,45,0,2,1268,2,4,2,1,1645,3,0,30,3,2,7,1,0,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3
1645,56,0,2,713,1,8,3,1,1646,3,0,67,3,1,6,1,0,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2
1646,33,0,2,134,1,2,3,1,1647,3,1,90,3,1,6,4,2,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2
1647,19,1,2,303,1,2,3,1,1648,2,1,47,2,1,2,4,2,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0
1648,46,0,2,526,2,1,2,2,1649,2,0,92,3,3,7,1,0,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7
1649,38,0,2,1380,1,9,2,1,1650,3,0,75,3,1,2,4,2,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1
1650,31,0,2,140,1,12,1,3,1651,3,0,95,3,1,6,4,1,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2
1651,34,0,2,629,1,27,2,3,1652,4,0,95,3,1,6,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2
1652,41,1,2,1356,2,20,2,2,1653,2,0,70,3,1,8,2,2,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2
1653,50,0,2,328,1,1,3,3,1654,3,1,86,2,1,2,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2
1654,53,0,2,1084,1,13,2,3,1655,4,0,57,4,2,4,1,0,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3
1655,33,0,2,931,1,14,3,3,1656,4,0,72,3,1,6,2,1,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6
1656,40,0,2,989,1,4,1,3,1657,4,0,46,3,5,3,3,1,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9
1657,55,0,2,692,1,14,4,3,1658,3,1,61,4,5,5,2,2,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15
1658,34,0,1,1069,1,2,1,1,1659,4,1,45,2,2,4,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9
1659,51,0,2,313,1,3,3,3,1660,4,0,98,3,4,0,2,2,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0
1660,52,0,2,699,1,1,4,1,1661,3,1,65,2,5,3,3,1,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9
1661,27,0,2,894,1,9,3,3,1662,4,0,99,3,1,6,2,2,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3
1662,35,1,2,556,1,23,2,1,1663,2,1,50,2,2,4,3,1,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1
1663,43,0,0,1344,1,7,3,3,1664,4,1,37,4,1,6,4,0,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2
1664,45,0,0,1195,1,2,2,3,1665,1,1,65,2,4,3,4,1,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8
1665,37,0,2,290,1,21,3,1,1666,2,1,65,4,1,6,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7
1666,35,0,1,138,1,2,3,3,1667,2,0,37,3,2,2,2,2,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2
1667,42,0,0,926,1,21,2,3,1668,3,0,36,3,2,4,3,0,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2
1668,38,0,2,1261,1,2,4,1,1669,4,1,88,3,2,4,3,1,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0
1669,38,0,2,1084,1,29,3,5,1670,4,1,54,3,2,4,4,1,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7
1670,27,0,1,472,1,1,1,5,1671,3,1,60,2,2,4,1,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0
1671,49,0,0,1002,1,18,4,1,1672,4,1,92,3,2,4,4,0,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7
1672,34,0,1,878,1,10,4,3,1673,4,1,43,3,1,6,3,0,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0
1673,40,0,2,905,1,19,2,3,1674,3,1,99,3,2,2,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7
1674,38,1,2,1180,1,29,1,3,1675,2,1,70,3,2,0,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0
1675,29,1,2,121,2,27,3,2,1676,2,0,35,3,3,7,4,1,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9
1676,22,0,2,1136,1,5,3,1,1677,4,1,60,4,1,6,2,0,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2
1677,36,0,1,635,1,18,1,3,1678,2,0,73,3,1,2,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7
1678,40,0,0,1151,1,9,5,1,1679,4,1,63,2,2,0,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2
1679,46,0,2,644,1,1,4,3,1680,4,1,97,3,3,0,1,0,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3
1680,32,1,2,1045,2,4,4,3,1681,4,1,32,1,3,7,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8
1681,30,0,0,829,1,1,1,1,1682,3,1,88,2,3,4,3,2,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8
1682,27,0,1,1242,2,20,3,1,1683,4,0,90,3,2,7,3,2,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7
1683,51,0,2,1469,1,8,4,1,1684,2,1,81,2,3,5,2,1,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7
1684,30,1,2,1005,1,3,3,5,1685,4,0,88,3,1,6,1,2,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4
1685,41,0,2,896,2,6,3,1,1686,4,0,75,3,3,3,4,2,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0
1686,30,1,1,334,2,26,4,2,1687,3,0,52,2,2,7,1,2,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1
1687,29,1,2,992,1,1,3,5,1688,3,1,85,3,1,6,3,2,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5
1688,45,0,0,1052,2,6,3,3,1689,4,0,57,2,3,7,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8
1689,54,0,2,1147,2,3,3,2,1690,4,0,52,3,2,7,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5
1690,36,0,2,1396,1,5,2,1,1691,4,1,62,3,2,2,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7
1691,33,0,2,147,1,4,4,3,1692,3,0,47,2,1,6,2,1,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1
1692,37,0,1,663,1,11,3,4,1693,2,1,47,3,3,5,4,0,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7
1693,38,0,2,119,2,3,3,1,1694,1,1,76,3,3,7,3,0,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13
1694,31,0,0,979,1,1,4,3,1695,3,1,90,1,2,4,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4
1695,59,0,2,142,1,3,3,1,1696,3,1,70,2,1,6,4,1,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0
1696,37,0,1,319,2,4,4,2,1697,1,1,41,3,1,8,4,0,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8
1697,29,0,1,1413,2,1,1,3,1698,2,0,42,3,3,7,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1
1698,35,0,1,944,2,1,3,2,1699,3,0,92,3,3,7,3,2,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8
1699,29,1,2,896,1,18,1,3,1700,3,1,86,2,1,6,4,2,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1
1700,52,0,2,1323,1,2,3,1,1701,3,0,89,2,1,2,4,2,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2
1701,42,0,2,532,1,4,2,5,1702,3,1,58,3,5,3,4,1,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15
1702,59,0,2,818,0,6,2,3,1703,2,1,52,3,1,1,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2
1703,50,0,2,854,2,1,4,3,1704,4,0,68,3,5,3,4,0,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6
1704,33,1,2,813,1,14,3,3,1705,3,1,58,3,1,2,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4
1705,43,0,2,1034,2,16,3,2,1706,4,0,80,3,4,3,4,1,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9
1706,33,1,2,465,1,2,2,1,1707,1,0,39,3,1,2,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
1707,52,0,0,771,2,2,4,1,1708,1,1,79,2,5,3,3,2,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12
1708,32,0,2,1401,2,4,2,1,1709,3,0,56,3,1,8,2,1,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2
1709,32,1,2,515,1,1,3,1,1710,4,1,62,2,1,2,3,2,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2
1710,39,0,2,1431,1,1,4,3,1711,3,0,96,3,1,2,3,0,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2
1711,32,0,0,976,2,26,4,2,1712,3,1,100,3,2,7,4,1,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2
1712,41,0,2,1411,1,19,2,1,1713,3,1,36,3,2,6,1,0,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0
1713,40,0,2,1300,1,24,2,5,1714,1,1,62,3,2,6,4,0,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7
1714,45,0,2,252,1,1,3,4,1715,3,1,70,4,5,3,4,1,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7
1715,31,0,1,1327,1,3,4,3,1716,2,1,73,3,3,5,3,0,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2
1716,33,0,2,832,1,5,4,1,1717,3,0,63,2,1,6,4,1,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2
1717,34,0,2,470,1,2,4,1,1718,4,1,84,2,2,4,1,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9
1718,37,0,2,1017,1,1,2,3,1719,3,0,83,2,1,6,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2
1719,45,0,1,1199,1,7,4,1,1720,1,1,77,4,2,4,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2
1720,37,1,1,504,1,10,3,3,1721,1,1,61,3,3,4,3,0,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0
1721,39,0,1,505,1,2,4,5,1722,3,0,64,3,3,0,3,2,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8
1722,29,0,2,665,1,15,3,1,1723,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5
1723,42,0,2,916,1,17,2,1,1724,4,0,82,4,2,6,1,2,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2
1724,29,0,2,1247,2,20,2,2,1725,4,1,45,3,2,7,4,0,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2
1725,25,0,2,685,1,1,3,1,1726,1,0,62,3,2,4,3,1,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2
1726,42,0,2,269,1,2,3,3,1727,4,0,56,2,1,2,1,0,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8
1727,40,0,2,1416,1,2,2,3,1728,1,1,49,3,5,5,3,0,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9
1728,51,0,2,833,1,1,3,1,1729,3,1,96,3,1,6,4,1,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0
1729,31,1,1,307,1,29,2,3,1730,3,1,71,2,1,2,2,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4
1730,32,0,1,1311,1,7,3,1,1731,2,1,100,4,1,2,2,1,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3
1731,38,0,0,1327,2,2,2,1,1732,4,1,39,2,2,7,4,1,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5
1732,32,0,2,128,1,2,1,5,1733,4,1,84,2,2,2,1,2,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4
1733,46,0,2,488,2,2,3,5,1734,3,0,75,1,4,3,2,1,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7
1734,28,1,2,529,1,2,4,1,1735,1,1,79,3,1,2,3,2,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0
1735,29,0,2,1210,2,2,3,3,1736,1,1,78,2,2,7,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0
1736,31,0,2,1463,1,23,3,3,1737,2,1,64,2,2,0,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8
1737,25,0,0,675,1,5,2,1,1738,2,1,85,4,2,0,1,0,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5
1738,45,0,2,1385,1,20,2,3,1739,3,1,79,3,4,0,4,1,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10
1739,36,0,2,1403,1,6,3,1,1740,4,1,47,3,1,2,4,1,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11
1740,55,0,2,452,1,1,3,3,1741,4,1,81,3,5,3,1,2,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13
1741,47,1,0,666,1,29,4,1,1742,1,1,88,3,3,3,2,1,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9
1742,28,0,2,1158,1,9,3,3,1743,4,1,94,3,1,6,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4
1743,37,0,2,228,2,6,4,3,1744,3,1,98,3,2,7,4,1,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1
1744,21,0,2,996,1,3,2,3,1745,4,1,100,2,1,6,3,2,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0
1745,37,0,0,728,1,1,4,3,1746,1,0,80,3,3,5,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2
1746,35,0,2,1315,1,22,3,1,1747,2,0,71,4,3,3,2,0,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2
1747,38,0,2,322,2,7,2,3,1748,1,0,44,4,2,7,1,0,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7
1748,26,0,1,1479,1,1,3,1,1749,3,0,84,3,2,4,2,0,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4
1749,50,0,2,797,1,4,1,1,1750,1,1,96,3,5,5,2,0,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6
1750,53,0,2,1070,1,3,4,3,1751,3,1,45,3,4,5,3,1,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3
1751,42,0,2,635,2,1,1,1,1752,2,1,99,3,2,7,3,1,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6
1752,29,0,1,442,2,2,2,1,1753,2,1,44,3,2,7,4,2,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9
1753,55,0,2,147,1,20,2,5,1754,2,1,37,3,2,2,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8
